m0_x,m0_y,m0_z,m1_x,m1_y,m1_z,m2_x,m2_y,m2_z,m3_x,m3_y,m3_z
8.946567535400390403e-02,3.492717590332031219e-01,1.613339355468750069e+00,1.544722290039062529e-01,3.424239807128906521e-01,1.618606567382812500e+00,1.441469268798828141e-01,3.064000854492187620e-01,1.626197143554687585e+00,1.029477005004882789e-01,2.809279785156250098e-01,1.629348388671874925e+00
8.946392822265625266e-02,3.492874755859375346e-01,1.613353149414062493e+00,1.544744415283203220e-01,3.424292297363281112e-01,1.618563232421875053e+00,1.441469573974609453e-01,3.064152221679687371e-01,1.626182373046874963e+00,1.029472503662109406e-01,2.809337158203125129e-01,1.629317993164062450e+00
8.945164489746093572e-02,3.492982177734375027e-01,1.613420898437500028e+00,1.544601745605468646e-01,3.424432067871093777e-01,1.618626586914062582e+00,1.441311035156249976e-01,3.064268798828125306e-01,1.626251586914062575e+00,1.029225616455078096e-01,2.809563293457031374e-01,1.629425781249999927e+00
8.946278381347656794e-02,3.492664489746094003e-01,1.613376342773437555e+00,1.544671325683593666e-01,3.424171142578125160e-01,1.618617675781250043e+00,1.441404418945312627e-01,3.064020080566406401e-01,1.626204467773437523e+00,1.029398193359375019e-01,2.809262695312499947e-01,1.629357666015625039e+00
8.945203399658203935e-02,3.492867736816406277e-01,1.613424316406250059e+00,1.544621124267578083e-01,3.424172363281249853e-01,1.618605957031250098e+00,1.441352996826171795e-01,3.064143371582031539e-01,1.626245605468749966e+00,1.029299545288085982e-01,2.809330139160156059e-01,1.629377929687499948e+00
8.945526123046874944e-02,3.492770385742187678e-01,1.613416381835937496e+00,1.544682464599609339e-01,3.424122924804687829e-01,1.618597778320312486e+00,1.441383972167968874e-01,3.064076232910156183e-01,1.626248535156250119e+00,1.029326400756835902e-01,2.809336547851562504e-01,1.629403686523437589e+00
8.946193695068359319e-02,3.492813110351562500e-01,1.613407226562500130e+00,1.544707641601562598e-01,3.424307861328125258e-01,1.618637573242187599e+00,1.441475677490234308e-01,3.064096984863281525e-01,1.626239135742187480e+00,1.029411926269531291e-01,2.809438171386718919e-01,1.629446289062500108e+00
8.945826721191406372e-02,3.492813415527343812e-01,1.613326049804687523e+00,1.544637908935546922e-01,3.424284973144531286e-01,1.618551391601562583e+00,1.441386718750000129e-01,3.064154663085937313e-01,1.626186889648437495e+00,1.029326934814453198e-01,2.809408569335937744e-01,1.629374389648437615e+00
8.946163177490235041e-02,3.492559814453125022e-01,1.613353637695312592e+00,1.544720306396484277e-01,3.423991088867187615e-01,1.618570312499999941e+00,1.441429595947265607e-01,3.063864746093750147e-01,1.626168579101562539e+00,1.029396133422851578e-01,2.809056396484375107e-01,1.629324462890624936e+00
8.945891571044922719e-02,3.492747497558593706e-01,1.613335815429687514e+00,1.544637298583984297e-01,3.424238891601562584e-01,1.618562988281250004e+00,1.441385345458984502e-01,3.064076538085937496e-01,1.626163940429687482e+00,1.029308013916015591e-01,2.809326477050781423e-01,1.629319946289062626e+00
8.946079254150390847e-02,3.492915344238281539e-01,1.613370727539062521e+00,1.544668884277343723e-01,3.424396667480468781e-01,1.618597656249999961e+00,1.441377868652343741e-01,3.064237060546874947e-01,1.626201904296874945e+00,1.029377059936523453e-01,2.809468994140624787e-01,1.629345825195312569e+00
8.946781921386719183e-02,3.492848205566406183e-01,1.613353881835937642e+00,1.544716949462890676e-01,3.424385375976562451e-01,1.618592163085937452e+00,1.441478271484374907e-01,3.064189147949218928e-01,1.626192993164062628e+00,1.029397506713867205e-01,2.809508056640624973e-01,1.629383300781249932e+00
8.946576690673828380e-02,3.492660522460937500e-01,1.613330810546875105e+00,1.544638061523437578e-01,3.424122619628906516e-01,1.618558105468750119e+00,1.441398162841796837e-01,3.063983764648437469e-01,1.626166381835937536e+00,1.029362716674804695e-01,2.809309387207031272e-01,1.629364746093749927e+00
8.946432495117187522e-02,3.492553710937499889e-01,1.613338256835937568e+00,1.544717712402343679e-01,3.424021911621094039e-01,1.618566650390625083e+00,1.441434173583984457e-01,3.063927917480468999e-01,1.626189331054687548e+00,1.029397048950195376e-01,2.809208984375000107e-01,1.629361572265624947e+00
8.946800994873047030e-02,3.492882690429687798e-01,1.613415161132812470e+00,1.544769287109375167e-01,3.424352722167968710e-01,1.618651977539062425e+00,1.441517486572265749e-01,3.064136047363281157e-01,1.626258544921874938e+00,1.029445037841796862e-01,2.809423217773437398e-01,1.629432861328125037e+00
8.946394348144531827e-02,3.492728576660156237e-01,1.613335205078125112e+00,1.544691162109375071e-01,3.424204406738281525e-01,1.618580932617187607e+00,1.441432800292968830e-01,3.064043884277343754e-01,1.626192993164062628e+00,1.029364242553710979e-01,2.809368591308593621e-01,1.629382446289062480e+00
8.946635437011718484e-02,3.492701416015625004e-01,1.613332519531250009e+00,1.544688720703125129e-01,3.424200439453125022e-01,1.618572265625000117e+00,1.441377868652343741e-01,3.064057312011718714e-01,1.626178222656250005e+00,1.029417953491210957e-01,2.809337463378906441e-01,1.629358032226562614e+00
8.946616363525390636e-02,3.492754516601562775e-01,1.613394287109374936e+00,1.544705047607421999e-01,3.424204406738281525e-01,1.618608520507812454e+00,1.441419219970703214e-01,3.064009094238281383e-01,1.626216918945312617e+00,1.029376831054687469e-01,2.809356079101562598e-01,1.629400878906249961e+00
8.947183990478516091e-02,3.492711181640625329e-01,1.613332641601562534e+00,1.544769439697265545e-01,3.424125976562499840e-01,1.618558837890625046e+00,1.441469726562500109e-01,3.064045715332031072e-01,1.626192138671874954e+00,1.029386444091796859e-01,2.809345703125000204e-01,1.629381469726562504e+00
8.946392059326171986e-02,3.492754821777344088e-01,1.613314453125000103e+00,1.544689483642578132e-01,3.424237365722656579e-01,1.618555419921875016e+00,1.441379394531250024e-01,3.064086914062499889e-01,1.626156249999999970e+00,1.029379730224609379e-01,2.809372253417968812e-01,1.629328369140625066e+00
8.946218872070312023e-02,3.492698669433593750e-01,1.613347534179687459e+00,1.544705047607421999e-01,3.424152221679687691e-01,1.618571044921875091e+00,1.441432342529296862e-01,3.063980102539062833e-01,1.626162109375000053e+00,1.029359588623046939e-01,2.809297485351562318e-01,1.629352905273437457e+00
8.946419525146484530e-02,3.492712402343750022e-01,1.613343627929687552e+00,1.544680938720703056e-01,3.424100952148437793e-01,1.618537475585937635e+00,1.441372985839843857e-01,3.064022827148437655e-01,1.626175537109375124e+00,1.029324111938476616e-01,2.809271850585937647e-01,1.629340332031250060e+00
8.946522521972656572e-02,3.492722778320312416e-01,1.613308471679687495e+00,1.544701385498046808e-01,3.424223022460937682e-01,1.618534667968750007e+00,1.441417999267578243e-01,3.064046936035156321e-01,1.626139282226562566e+00,1.029421844482421855e-01,2.809346618652343586e-01,1.629300781249999996e+00
8.946374511718750699e-02,3.492856750488281259e-01,1.613364990234374963e+00,1.544733428955078203e-01,3.424300537109374876e-01,1.618591918945312624e+00,1.441472167968750051e-01,3.064216613769531472e-01,1.626224365234375080e+00,1.029400024414062476e-01,2.809353332519531343e-01,1.629354370117187534e+00
8.947035217285156938e-02,3.492503356933593928e-01,1.613297119140625124e+00,1.544699707031250147e-01,3.424058837890625040e-01,1.618574096679687546e+00,1.441486968994140638e-01,3.063864440917968834e-01,1.626156494140625020e+00,1.029334945678710977e-01,2.809183959960937504e-01,1.629368286132812482e+00
8.947295379638671442e-02,3.492476196289062695e-01,1.613301391601562607e+00,1.544779968261718872e-01,3.423981323242187846e-01,1.618536376953125133e+00,1.441511535644531272e-01,3.063883361816406303e-01,1.626162597656249931e+00,1.029440155029296838e-01,2.809117736816406086e-01,1.629300415039062644e+00
8.946576690673828380e-02,3.492653808593750298e-01,1.613370361328124947e+00,1.544698791503906210e-01,3.424102172851562487e-01,1.618599243164062562e+00,1.441430206298828232e-01,3.063967895507812567e-01,1.626208007812500078e+00,1.029374313354492199e-01,2.809202880859374973e-01,1.629361572265624947e+00
8.946644592285156461e-02,3.492694396972656490e-01,1.613322143554687615e+00,1.544679260253906394e-01,3.424214782714843919e-01,1.618585571289062441e+00,1.441382598876953247e-01,3.064136657714843781e-01,1.626220825195312525e+00,1.029366149902343763e-01,2.809360046386718546e-01,1.629346923828125071e+00
