T00,T01,T02,T03,T10,T11,T12,T13,T20,T21,T22,T23,T30,T31,T32,T33
9.711942285570914768e-01,1.128449737192383090e-01,2.098756353741436653e-01,3.408771133422851957e-02,1.142930854565096105e-01,-9.934331696924619814e-01,5.256231693851865817e-03,-1.443215637207031221e-01,2.090905570183098638e-01,1.888251204402845856e-02,-9.777139610871271591e-01,1.753853759765624964e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.711717891187493512e-01,1.128681820967141897e-01,2.099669723791595943e-01,3.408950042724609442e-02,1.142880837918261588e-01,-9.934329794735173857e-01,5.398999681673106663e-03,-1.443404083251953185e-01,2.091974902408733905e-01,1.875336675248340940e-02,-9.776935722977658783e-01,1.753843139648437521e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.712411301070557057e-01,1.128735392760383399e-01,2.096431046318241453e-01,3.408956527709960938e-02,1.143176808898298119e-01,-9.934303389047239863e-01,5.256384652620183819e-03,-1.443179016113281254e-01,2.088591272229690377e-01,1.886069656576586442e-02,-9.777638462843233347e-01,1.753856445312500068e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.711250972997168551e-01,1.129726616372444814e-01,2.101266834964387042e-01,3.409227752685546620e-02,1.142560104317524305e-01,-9.934328418800092431e-01,6.062405003622674086e-03,-1.443217010498046848e-01,2.094316343698705563e-01,1.812088289254528209e-02,-9.776553708379859264e-01,1.753858398437500021e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.712134616439119794e-01,1.128459812670752627e-01,2.097860730208762903e-01,3.408843994140624972e-02,1.143023286441852693e-01,-9.934323521960447545e-01,5.209537095598246528e-03,-1.443388519287109317e-01,2.089961473046003382e-01,1.891946410722690486e-02,-9.777334321223393188e-01,1.753867187500000036e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.712835733981453057e-01,1.127489355401529864e-01,2.095134782812121399e-01,3.408675765991211332e-02,1.143286997073598016e-01,-9.934323471569024289e-01,4.595655073208258605e-03,-1.443283996582031270e-01,2.086556217075252184e-01,1.948971926144611733e-02,-9.777949592695578396e-01,1.753880371093750057e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.711745458834761813e-01,1.129168746109127375e-01,2.099280373273829658e-01,3.408904647827148277e-02,1.142646802270698980e-01,-9.934337736033802546e-01,5.737622918348555569e-03,-1.443439178466796868e-01,2.091974767549292236e-01,1.841512672373202611e-02,-9.777000045142270057e-01,1.753847412109375004e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.711024209574704580e-01,1.129356909812699039e-01,2.102513203599994940e-01,3.409195327758789140e-02,1.142333762438832723e-01,-9.934358080609239083e-01,6.002583965489885660e-03,-1.443396453857421768e-01,2.095490963055279265e-01,1.818859436356933673e-02,-9.776289435530302052e-01,1.753860595703125025e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.712042444959192444e-01,1.128722225465829815e-01,2.098146249681026587e-01,3.408902740478515769e-02,1.142766200606613464e-01,-9.934339759882608867e-01,5.457972120370819386e-03,-1.443289794921875091e-01,2.090530305463715877e-01,1.867610049100548730e-02,-9.777259501976143241e-01,1.753856567382812592e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.711206180447211622e-01,1.127893098487772333e-01,2.102458484543179851e-01,3.408729934692383140e-02,1.142962358453243760e-01,-9.934340799769556529e-01,5.009911369489222777e-03,-1.443287811279296839e-01,2.094304554739579993e-01,1.916508085494740207e-02,-9.776357112932170246e-01,1.753864624023437457e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.712252103616170196e-01,1.128277331833545255e-01,2.097414918005941764e-01,3.408984756469726762e-02,1.142293740763405535e-01,-9.934394016648528947e-01,5.459424686424622052e-03,-1.443363647460937649e-01,2.089814366305304538e-01,1.865630843669362562e-02,-9.777416332034525315e-01,1.753846923828125126e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
