m0_x,m0_y,m0_z,m1_x,m1_y,m1_z,m2_x,m2_y,m2_z,m3_x,m3_y,m3_z
7.746578769760537053e-03,-6.821565710140976846e-02,1.645731755700123644e+00,9.356517418984142131e-02,-6.397520522925585762e-02,1.656154081176577364e+00,-1.134128505942208487e-02,-9.627262716823213606e-02,1.640015936583133938e+00,6.162520470724182353e-02,-9.531608203430537440e-02,1.648545492165165216e+00
7.735287093943339631e-03,-6.821472958615146243e-02,1.645786093406012007e+00,9.356307890346696188e-02,-6.396636977808914382e-02,1.656129168980280397e+00,-1.135454205454915211e-02,-9.627266928415628700e-02,1.640081608674274882e+00,6.161977468995116780e-02,-9.530932339261871666e-02,1.648543168001932457e+00
7.746231427660944108e-03,-6.820727047170352386e-02,1.645757672370302016e+00,9.356680016625593121e-02,-6.396577023220148539e-02,1.656163309179027987e+00,-1.134311657448633381e-02,-9.626525250722504923e-02,1.640051785934576456e+00,6.162494887217084827e-02,-9.530789209160428488e-02,1.648567759859843385e+00
7.741256803737776165e-03,-6.821171468527019444e-02,1.645772719558431740e+00,9.356228463721691369e-02,-6.396752843778945319e-02,1.656173473617374547e+00,-1.134576534580897245e-02,-9.626836192339245646e-02,1.640052506774941188e+00,6.162292764020568109e-02,-9.530852898675101770e-02,1.648562823486753093e+00
7.744396152673766603e-03,-6.820164655696937805e-02,1.645732568578867072e+00,9.356856702257843050e-02,-6.395782570792887811e-02,1.656107504693724808e+00,-1.134593972980467436e-02,-9.625982478330213921e-02,1.640030953581023798e+00,6.162517015806796145e-02,-9.530046003187769843e-02,1.648520574708884023e+00
7.749321792307164308e-03,-6.819291024665619094e-02,1.645705569255637046e+00,9.356642967213768536e-02,-6.395371333765653699e-02,1.656140645920471943e+00,-1.133839345161721107e-02,-9.624991661695536660e-02,1.639989432153189375e+00,6.162681374010189894e-02,-9.529446932021629069e-02,1.648530075326951394e+00
7.752208279260385665e-03,-6.820991228972421438e-02,1.645746086083211601e+00,9.357044809880558922e-02,-6.396553054606904376e-02,1.656169739865925195e+00,-1.133001171395729700e-02,-9.626308594461663315e-02,1.639992910343759380e+00,6.163671934956302390e-02,-9.530274319224632529e-02,1.648519974644603980e+00
7.765011532327028426e-03,-6.821230502775710303e-02,1.645688373869715226e+00,9.358143182346304045e-02,-6.396936786173847145e-02,1.656127584228407779e+00,-1.131894750067862637e-02,-9.626768662116130804e-02,1.639951756892334744e+00,6.164602709410714476e-02,-9.530881920028060061e-02,1.648494003759541915e+00
7.735702120015210126e-03,-6.820719526909524433e-02,1.645808966821018959e+00,9.355815042470161380e-02,-6.396664770535906430e-02,1.656199479014450082e+00,-1.135256490378165617e-02,-9.626234651225396011e-02,1.640085571515621066e+00,6.161724507390843597e-02,-9.530554024961986059e-02,1.648586646711409864e+00
7.747595141335196500e-03,-6.820475293171378295e-02,1.645724417123000105e+00,9.356445870315460711e-02,-6.396177615980629116e-02,1.656159966788343541e+00,-1.133687146721366196e-02,-9.626044436859518272e-02,1.639991004933403662e+00,6.162844005924714846e-02,-9.530157268246285118e-02,1.648530372874002614e+00
