m0_x,m0_y,m0_z,m1_x,m1_y,m1_z,m2_x,m2_y,m2_z,m3_x,m3_y,m3_z
3.015245676040649407e-03,-1.403983612060547004e-01,1.454609374999999982e+00,-4.120282745361328325e-02,-9.349084472656250810e-02,1.456486206054687482e+00,6.849618530273438033e-02,-8.529327392578124611e-02,1.463800903320312541e+00,-2.945064783096313331e-03,-7.020039367675781627e-02,1.464169921874999947e+00
3.019580602645874183e-03,-1.403995361328125024e-01,1.454607421875000028e+00,-4.119900512695312544e-02,-9.348694610595703613e-02,1.456464599609375021e+00,6.849079132080078403e-02,-8.529264068603516213e-02,1.463786499023437493e+00,-2.942708969116210934e-03,-7.020033264160156772e-02,1.464151977539062566e+00
3.017435789108276287e-03,-1.404022827148437569e-01,1.454596801757812585e+00,-4.120280838012695124e-02,-9.349360656738281428e-02,1.456469726562499956e+00,6.849242401123047108e-02,-8.529980468750000822e-02,1.463774291992187448e+00,-2.950283527374267679e-03,-7.020808410644531483e-02,1.464166503906250139e+00
3.007981538772583254e-03,-1.404297180175781146e-01,1.454633422851562496e+00,-4.120447921752929538e-02,-9.351270294189453769e-02,1.456474975585937637e+00,6.849137115478515225e-02,-8.531426239013671642e-02,1.463774169921874924e+00,-2.953235387802123982e-03,-7.022430419921875389e-02,1.464173583984375027e+00
3.013246059417724887e-03,-1.404097290039062473e-01,1.454601196289062592e+00,-4.119517517089844177e-02,-9.349755859375000200e-02,1.456453247070312429e+00,6.849525451660155861e-02,-8.529788208007813011e-02,1.463777587890624954e+00,-2.946563720703124917e-03,-7.021232604980469361e-02,1.464150512695312489e+00
3.012428522109985608e-03,-1.404034423828124933e-01,1.454618286132812521e+00,-4.119852447509765592e-02,-9.349283599853515370e-02,1.456434326171875071e+00,6.848715209960937189e-02,-8.529705810546875377e-02,1.463775024414062598e+00,-2.945852518081664914e-03,-7.020603179931640681e-02,1.464127685546875002e+00
3.014068603515625017e-03,-1.404020843505859317e-01,1.454577758789062480e+00,-4.120077896118164162e-02,-9.349263763427734242e-02,1.456433349609375094e+00,6.848947143554687256e-02,-8.529726409912109786e-02,1.463745849609374927e+00,-2.950937032699585058e-03,-7.020716857910155873e-02,1.464140991210937548e+00
3.019933938980102692e-03,-1.404115600585937595e-01,1.454532348632812555e+00,-4.119944763183593789e-02,-9.351083374023437533e-02,1.456423095703125004e+00,6.849060821533203836e-02,-8.531365966796874978e-02,1.463734741210937607e+00,-2.949828386306762879e-03,-7.021517181396484675e-02,1.464133789062500135e+00
3.017707347869873213e-03,-1.403908843994140787e-01,1.454572509765625021e+00,-4.119708251953125427e-02,-9.348838806152344472e-02,1.456416503906249993e+00,6.848982238769531217e-02,-8.529412078857422086e-02,1.463778320312500103e+00,-2.953416347503662071e-03,-7.019947052001952736e-02,1.464144409179687578e+00
3.016622304916381694e-03,-1.404020080566406314e-01,1.454602783203124972e+00,-4.120239257812500361e-02,-9.348764801025390148e-02,1.456458374023437585e+00,6.849257659912109941e-02,-8.529601287841796775e-02,1.463787231445312420e+00,-2.953410387039184619e-03,-7.020124053955077714e-02,1.464177246093750107e+00
