m0_x,m0_y,m0_z,m1_x,m1_y,m1_z,m2_x,m2_y,m2_z,m3_x,m3_y,m3_z
1.005389709472656323e-01,1.857249755859375073e-01,1.531065795898437498e+00,1.626519012451171919e-01,1.649668426513671848e-01,1.535025756835937560e+00,1.450416564941406361e-01,1.310335083007812540e-01,1.535930053710937493e+00,9.951078796386718384e-02,1.143303451538085908e-01,1.534222900390624922e+00
1.005333862304687575e-01,1.857222747802734497e-01,1.531078002929687543e+00,1.626465759277343770e-01,1.649670562744140756e-01,1.535028930664062541e+00,1.450363311767578212e-01,1.310370025634765567e-01,1.535955810546875133e+00,9.950396728515625844e-02,1.143320465087890592e-01,1.534260009765624932e+00
1.005391311645507796e-01,1.857147064208984344e-01,1.531091674804687441e+00,1.626502227783203081e-01,1.649624786376953089e-01,1.535055664062499936e+00,1.450410461425781228e-01,1.310306549072265681e-01,1.535956176757812486e+00,9.950644683837890636e-02,1.143194427490234338e-01,1.534252929687500044e+00
1.005425796508789132e-01,1.857279357910156248e-01,1.531106201171875014e+00,1.626508941650390561e-01,1.649716796875000113e-01,1.535034790039062624e+00,1.450432128906249951e-01,1.310403442382812589e-01,1.535939453125000131e+00,9.950401306152344139e-02,1.143366622924804760e-01,1.534274536132812505e+00
1.005391616821289108e-01,1.857203674316406372e-01,1.531071411132812532e+00,1.626504211425781332e-01,1.649659881591796773e-01,1.535026245117187438e+00,1.450406799316406314e-01,1.310375976562500044e-01,1.535931030273437470e+00,9.950439453124999833e-02,1.143317489624023492e-01,1.534250122070312639e+00
1.005423278808593723e-01,1.857272338867187456e-01,1.531112670898437500e+00,1.626506500244140618e-01,1.649726715087890538e-01,1.535058837890625139e+00,1.450397033691406268e-01,1.310453948974609484e-01,1.536003540039062587e+00,9.950822448730468894e-02,1.143353729248046957e-01,1.534274780273437555e+00
1.005335006713867219e-01,1.857343292236328103e-01,1.531104492187500110e+00,1.626510620117187500e-01,1.649732055664062669e-01,1.534980102539062585e+00,1.450417633056640676e-01,1.310463714599609530e-01,1.535918334960937548e+00,9.950125885009765414e-02,1.143406219482421965e-01,1.534248779296875087e+00
1.005403976440429753e-01,1.857326812744140576e-01,1.531089599609374963e+00,1.626537017822265729e-01,1.649766540527343728e-01,1.535017211914062596e+00,1.450452117919922013e-01,1.310473480224609300e-01,1.535941284179687560e+00,9.950932312011719072e-02,1.143419418334960941e-01,1.534244262695312555e+00
1.005362167358398451e-01,1.857247314453125131e-01,1.531103515625000133e+00,1.626520690917968859e-01,1.649676208496093921e-01,1.535051391601562454e+00,1.450408477783203254e-01,1.310357971191406234e-01,1.535951416015625126e+00,9.950180053710937222e-02,1.143324661254882801e-01,1.534271362304687525e+00
1.005365447998046863e-01,1.857238769531250056e-01,1.531081054687499998e+00,1.626491394042968719e-01,1.649649658203125036e-01,1.535000244140624970e+00,1.450415496826171768e-01,1.310377655029296984e-01,1.535909057617187434e+00,9.950698852539062444e-02,1.143295516967773456e-01,1.534229736328124982e+00
1.005414581298828131e-01,1.857234039306640550e-01,1.531064941406250046e+00,1.626539764404296984e-01,1.649705505371093783e-01,1.535025390624999986e+00,1.450446624755859504e-01,1.310392761230468883e-01,1.535930541992187592e+00,9.950948333740235185e-02,1.143355941772460915e-01,1.534239135742187621e+00
1.005373764038085954e-01,1.857271881103515765e-01,1.531099853515625053e+00,1.626489562988281401e-01,1.649750061035156201e-01,1.535048828125000098e+00,1.450402832031250089e-01,1.310432281494140760e-01,1.535940795898437461e+00,9.950557708740234708e-02,1.143386993408203184e-01,1.534252319335937642e+00
1.005365829467773503e-01,1.857162780761718868e-01,1.531083129882812477e+00,1.626530914306640596e-01,1.649633636474609477e-01,1.535032592773437621e+00,1.450422821044921873e-01,1.310338439941406141e-01,1.535948608398437498e+00,9.950410461425782116e-02,1.143223953247070324e-01,1.534251586914062493e+00
1.005397338867187462e-01,1.857303009033203223e-01,1.531092163085937541e+00,1.626520080566406234e-01,1.649742279052734406e-01,1.535031005859375020e+00,1.450460815429687467e-01,1.310427398681640598e-01,1.535921508789062528e+00,9.951048278808594105e-02,1.143344345092773412e-01,1.534229370117187630e+00
1.005392761230468751e-01,1.857264709472656317e-01,1.531098876953125076e+00,1.626502380371093737e-01,1.649689178466796913e-01,1.535022827148437630e+00,1.450418701171874991e-01,1.310400085449218710e-01,1.535949462890624950e+00,9.950778961181640236e-02,1.143299560546875010e-01,1.534238159179687422e+00
1.005380859375000074e-01,1.857346496582031325e-01,1.531069580078125103e+00,1.626485748291015554e-01,1.649779663085937653e-01,1.535013793945312566e+00,1.450385894775390594e-01,1.310482635498046999e-01,1.535938354492187630e+00,9.950399780273437578e-02,1.143398666381836015e-01,1.534234375000000039e+00
1.005394897460937520e-01,1.857146301269531341e-01,1.531082641601562599e+00,1.626505737304687615e-01,1.649581451416015643e-01,1.535013061523437639e+00,1.450384216308593655e-01,1.310254211425781190e-01,1.535935180664062427e+00,9.949822235107422252e-02,1.143184509277343774e-01,1.534248168945312463e+00
1.005372467041015655e-01,1.857174224853515576e-01,1.531106933593749941e+00,1.626522521972656177e-01,1.649604492187499993e-01,1.535032470703125096e+00,1.450384063720703276e-01,1.310280761718750075e-01,1.535952392578125103e+00,9.950294494628907083e-02,1.143170776367187502e-01,1.534253051757812569e+00
1.005429534912109374e-01,1.857331085205078114e-01,1.531071289062500007e+00,1.626539764404296984e-01,1.649732818603515672e-01,1.535028320312500139e+00,1.450423889160156188e-01,1.310433502197265732e-01,1.535950683593749977e+00,9.950431823730468417e-02,1.143357620239257855e-01,1.534255737304687450e+00
1.005356445312499958e-01,1.857305908203125133e-01,1.531085693359375055e+00,1.626494903564453254e-01,1.649704132080078156e-01,1.535014404296874968e+00,1.450438232421875084e-01,1.310412597656250011e-01,1.535924316406249934e+00,9.950408935546875555e-02,1.143354110717773459e-01,1.534260620117187557e+00
1.005414505004882803e-01,1.857244567871093877e-01,1.531084350585937504e+00,1.626543731689453209e-01,1.649640808105468648e-01,1.534982788085937466e+00,1.450467529296874947e-01,1.310364685058593714e-01,1.535909545898437534e+00,9.950389099121094427e-02,1.143293838500976517e-01,1.534264038085937587e+00
1.005411300659179719e-01,1.857232360839843888e-01,1.531071044921874957e+00,1.626475830078125129e-01,1.649699096679687615e-01,1.535032470703125096e+00,1.450379943847656394e-01,1.310409240722656410e-01,1.535936889648437553e+00,9.950734710693359686e-02,1.143306427001953146e-01,1.534246459960937559e+00
1.005348052978515677e-01,1.857221679687499905e-01,1.531112304687499925e+00,1.626443634033203078e-01,1.649706115722656408e-01,1.535065429687499927e+00,1.450364379882812527e-01,1.310464019775390565e-01,1.535971679687500036e+00,9.950337219238281072e-02,1.143340530395507842e-01,1.534250854492187566e+00
