T00,T01,T02,T03,T10,T11,T12,T13,T20,T21,T22,T23,T30,T31,T32,T33
8.427580818251811934e-01,5.328615449434835893e-01,-7.627181287202415561e-02,1.318180205063136101e-01,-5.327995682621861073e-01,8.459325676935325333e-01,2.286287328957291656e-02,-1.660782614544692726e-01,7.670355648840095075e-02,2.136971773025608465e-02,9.968249091922611882e-01,6.877104352184026936e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.427324863902205809e-01,5.329154488895696540e-01,-7.617795427409360109e-02,1.317864548038789052e-01,-5.328711835141467512e-01,8.458942912748880216e-01,2.260862155877833846e-02,-1.660766543862338407e-01,7.648698034822595804e-02,2.154001679163798644e-02,9.968378852721372363e-01,6.884075250504717580e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.426540084266751496e-01,5.327670129950385913e-01,-7.806107830924174928e-02,1.317534857193931042e-01,-5.327156787030862262e-01,8.459755676978593097e-01,2.322379215793483540e-02,-1.660529443638829872e-01,7.841063541616838384e-02,2.201473875905071362e-02,9.966780440699011256e-01,6.898222738695602985e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.427649718968837078e-01,5.329762237283743875e-01,-7.538930351108823202e-02,1.318262640733490476e-01,-5.327996724768417902e-01,8.458975870725858881e-01,2.412014082354223266e-02,-1.660111855115232737e-01,7.662709150304049255e-02,1.983978641566357809e-02,9.968624136372912226e-01,6.891602679169706036e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.427446867554371224e-01,5.329125059785271290e-01,-7.606348609659235871e-02,1.317936912757041723e-01,-5.327790572761235133e-01,8.459214527714510323e-01,2.373545594680894627e-02,-1.660054406405183924e-01,7.699265597084736790e-02,2.052210302878702125e-02,9.968204322814769869e-01,6.901377518791496080e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.427092523388917122e-01,5.330240454615026158e-01,-7.567352894031129096e-02,1.317977817362306903e-01,-5.329621281701181212e-01,8.458344730341514905e-01,2.270273471231960480e-02,-1.660662653823967161e-01,7.610838297326269486e-02,2.119932043470426977e-02,9.968741660080784328e-01,6.884218998966407099e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.427404475448895260e-01,5.329852919533484279e-01,-7.559905180122018786e-02,1.318245691995230673e-01,-5.328203096439643183e-01,8.458872976215868755e-01,2.402493191164563682e-02,-1.660183891018423008e-01,7.675321297997626802e-02,2.003392831806049754e-02,9.968488280644149935e-01,6.894864114464738236e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.427491345094080266e-01,5.328942452393196083e-01,-7.614210185212645643e-02,1.318392303476947081e-01,-5.327709161064896337e-01,8.459296818439936416e-01,2.362465505296580670e-02,-1.660633328609686932e-01,7.700030671819178829e-02,2.065663975906080474e-02,9.968170624538731373e-01,6.884669267740339826e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.427932400467553764e-01,5.329005020087869138e-01,-7.560826337296136512e-02,1.318573707645984971e-01,-5.327789573801713363e-01,8.459292544669019254e-01,2.345802655742866560e-02,-1.660471794629757025e-01,7.646003599521555838e-02,2.051222552173360969e-02,9.968616310701078342e-01,6.881445763318305708e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.428151361071706260e-01,5.328463261556816155e-01,-7.574588471358942310e-02,1.318649271207280593e-01,-5.326357712543460243e-01,8.459856378553513023e-01,2.464621112386847918e-02,-1.659491875345406875e-01,7.721257364535447087e-02,1.957276794087621508e-02,9.968225144057457632e-01,6.906011290764313415e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
