T00,T01,T02,T03,T10,T11,T12,T13,T20,T21,T22,T23,T30,T31,T32,T33
7.968067287080520256e-01,5.990524512687699366e-01,-7.896326813430981639e-02,3.242697574737550270e-01,-5.738286484330995529e-01,7.911544678104261985e-01,2.116489789747251771e-01,-2.790826281975573586e-01,1.892609820407133436e-01,-1.233319451418786045e-01,9.741506618508789517e-01,9.131171870533805190e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
7.966252705329978090e-01,5.991917829425933428e-01,-7.973321517601456021e-02,3.242160286144171177e-01,-5.737819598467767124e-01,7.910669311845596186e-01,2.121022700034950470e-01,-2.790997517060161970e-01,1.901642471723334893e-01,-1.232165477536187603e-01,9.739893436054936071e-01,9.141202075975241037e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
7.966461884454090203e-01,5.992037724762956374e-01,-7.943355390247716641e-02,3.242061713547241819e-01,-5.738819229406798561e-01,7.910636917964153358e-01,2.118437491249950677e-01,-2.790875210448503507e-01,1.897745740538221149e-01,-1.231790346268470115e-01,9.740700880691740560e-01,9.145928374063894140e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
7.967082150885533842e-01,5.991218583097726036e-01,-7.942933277987540563e-02,3.242492971601745322e-01,-5.738731452794814114e-01,7.911690463721791078e-01,2.114737647784518670e-01,-2.790899166105897944e-01,1.895405844072622914e-01,-1.229005246448592464e-01,9.741508240024087106e-01,9.138128024655101100e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
7.967921523382923699e-01,5.990303809879702346e-01,-7.927716332916537323e-02,3.242646960884276730e-01,-5.739266648454455222e-01,7.913023744885573363e-01,2.108286875834383123e-01,-2.791141587892287390e-01,1.890249966313865271e-01,-1.224873658063496684e-01,9.743030308206611645e-01,9.127380414369379302e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
7.968747847762061021e-01,5.990296511859292128e-01,-7.844778128117668725e-02,3.243158385182091097e-01,-5.738778152685111156e-01,7.911283662869385003e-01,2.116132349329798157e-01,-2.790751614548762638e-01,1.888248673520413479e-01,-1.236098097087113545e-01,9.742000741188948654e-01,9.120453231520020410e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
7.967479098627552325e-01,5.990477358345471792e-01,-7.959006420925635039e-02,3.242696122588535346e-01,-5.736495507026351248e-01,7.911528385483912462e-01,2.121399986694824658e-01,-2.790603916813402252e-01,1.900498911022991955e-01,-1.233652959641640540e-01,9.739928350063353779e-01,9.141967477114865126e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
7.967803657851763033e-01,5.990722006196764760e-01,-7.907937243010257355e-02,3.242774285994710071e-01,-5.738362725104111384e-01,7.911525238851890851e-01,2.116355742814821639e-01,-2.791035965609580671e-01,1.893488342995489904e-01,-1.232484579814025621e-01,9.741441559413106521e-01,9.124913966610304072e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
7.967561548032048302e-01,5.991357268110084622e-01,-7.884168086650840401e-02,3.242658582215336427e-01,-5.739012175710123120e-01,7.910668285955541057e-01,2.117797562711839499e-01,-2.791129394326989921e-01,1.892538566416056001e-01,-1.234894876271540598e-01,9.741320876512906679e-01,9.117812824633375612e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
7.967588247193305717e-01,5.990958406187671947e-01,-7.911731153902890057e-02,3.242219656914662185e-01,-5.738371326233273617e-01,7.911273405370378153e-01,2.117273630814674734e-01,-2.790447154273283381e-01,1.894368508355989134e-01,-1.232951937752901628e-01,9.741211293968551344e-01,9.149704968458105547e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
