m0_x,m0_y,m0_z,m1_x,m1_y,m1_z,m2_x,m2_y,m2_z,m3_x,m3_y,m3_z
7.695712567687074124e-02,-4.271565030897479520e-01,-9.689521247616467159e-02,9.729157693292708742e-02,-4.582620849488272530e-01,-8.713639036878535749e-02,1.427758193170448886e-01,-4.701768929635586902e-01,-7.942227530151113601e-02,1.374588737291295715e-01,-4.008218518629440008e-01,-9.695969622595275450e-02
7.692763643695764431e-02,-4.271308051548047269e-01,-9.707809463443467513e-02,9.726429594845065196e-02,-4.582340436208112155e-01,-8.731640541378092590e-02,1.427471349656565802e-01,-4.701397101124419331e-01,-7.957993419744306685e-02,1.374228776422418696e-01,-4.007811412203944323e-01,-9.710117771310190771e-02
7.700016014604926795e-02,-4.271182991251086802e-01,-9.705908587377051755e-02,9.732990614685055331e-02,-4.582239534233068512e-01,-8.729069614853031400e-02,1.428075817704832495e-01,-4.701322793560114288e-01,-7.952800847554268582e-02,1.374960687911492008e-01,-4.007701650768363821e-01,-9.703908216412272802e-02
7.691592684754987308e-02,-4.271765368142524943e-01,-9.692399589919416247e-02,9.724786213243624688e-02,-4.582784030175806045e-01,-8.714810382523177634e-02,1.427284880062652528e-01,-4.701865102151479014e-01,-7.940238373912777980e-02,1.374143356607415434e-01,-4.008341504570970271e-01,-9.695125122316507194e-02
7.694483295605192286e-02,-4.271215577716484524e-01,-9.687567521919085434e-02,9.727718522112115129e-02,-4.582237329664026193e-01,-8.710163362299111478e-02,1.427605196285022804e-01,-4.701375926292267193e-01,-7.938070325955001727e-02,1.374481436997033457e-01,-4.007905258098415358e-01,-9.695101215474836998e-02
7.700914319144876174e-02,-4.271374092715857218e-01,-9.713376478854225671e-02,9.733880290953217385e-02,-4.582414769099548701e-01,-8.736014459462314308e-02,1.428140625776841421e-01,-4.701431861194921846e-01,-7.957319380744068416e-02,1.375002119842412274e-01,-4.007782296813483525e-01,-9.707229605123668392e-02
7.694529063578524342e-02,-4.270894924770770040e-01,-9.718340818902614087e-02,9.728048766378041834e-02,-4.581962072148779708e-01,-8.742975248185759496e-02,1.427628913444746461e-01,-4.701062966402523302e-01,-7.969753081779545889e-02,1.374420274362851968e-01,-4.007432590154353380e-01,-9.720210701553846921e-02
7.699630346778278678e-02,-4.270580858021758575e-01,-9.720128572932092148e-02,9.732538016019144644e-02,-4.581693739014138789e-01,-8.744945855485404540e-02,1.428026486012169971e-01,-4.700824649468294814e-01,-7.969169834698658361e-02,1.374924678386987287e-01,-4.007105572252760428e-01,-9.716433891661725719e-02
7.695661802896336390e-02,-4.271969650936663365e-01,-9.673651365667436386e-02,9.728996747346188578e-02,-4.582941108045642253e-01,-8.694855326630757109e-02,1.427713192477640392e-01,-4.701975695691787971e-01,-7.919995101960922157e-02,1.374542093855620206e-01,-4.008527193309951997e-01,-9.677757478651832779e-02
7.692410052936238252e-02,-4.271691066281238514e-01,-9.694226810390961513e-02,9.725855118069463845e-02,-4.582705554899960676e-01,-8.717028084434087776e-02,1.427410610559258219e-01,-4.701780826053840179e-01,-7.943473820002480701e-02,1.374222776103034838e-01,-4.008262072179704649e-01,-9.698411687965573236e-02
