T00,T01,T02,T03,T10,T11,T12,T13,T20,T21,T22,T23,T30,T31,T32,T33
4.842992835176709310e-01,8.715438736739219427e-01,-7.658642337729061611e-02,1.118581091037259001e-01,-8.717551687711498909e-01,4.881229690617296946e-01,4.217692254237673244e-02,-3.272915202737046725e-01,7.414263082096973767e-02,4.633835706859536219e-02,9.961704808711855375e-01,-5.818737318174171946e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.843148396888122265e-01,8.715702525301588510e-01,-7.618681619358796953e-02,1.118684834145988738e-01,-8.716599917962323252e-01,4.881719547310669483e-01,4.355457858643126817e-02,-3.273077155952335282e-01,7.515314204338088833e-02,4.531487083248270792e-02,9.961418411664290096e-01,-5.377891857434313749e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.845684510036278869e-01,8.714373565540584066e-01,-7.609434863391321968e-02,1.119123363405633009e-01,-8.716865629163320639e-01,4.883169527800070853e-01,4.134113760843594748e-02,-3.272751083274788586e-01,7.318437212312499385e-02,4.629781020440525835e-02,9.962432235389211410e-01,-5.973945901869504027e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.843021093616127759e-01,8.714880465035308443e-01,-7.720137090332210295e-02,1.118711308404717331e-01,-8.716802171224158347e-01,4.882014805115543199e-01,4.281253909481164827e-02,-3.273105100112613797e-01,7.500043963411692771e-02,4.656070476041217904e-02,9.960958964009957173e-01,-5.350857649728091303e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.843610669220199672e-01,8.715124117466074294e-01,-7.655372637418861315e-02,1.118850922558825012e-01,-8.717231752630888453e-01,4.881815530441986350e-01,4.216013492141896385e-02,-3.273006610509527903e-01,7.411519789760023791e-02,4.631292950101455891e-02,9.961737047330818662e-01,-5.893822506043200349e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.843861153209920722e-01,8.714603974781520712e-01,-7.698614752966710661e-02,1.118997966390343213e-01,-8.716476251829812227e-01,4.882659619961738917e-01,4.274070505758945093e-02,-3.272936927518891315e-01,7.483654720193565202e-02,4.640178857729494732e-02,9.961156384776420625e-01,-5.762330029035034329e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.844439546077803360e-01,8.715790327403979409e-01,-7.525984673972943573e-02,1.119050183749598082e-01,-8.716825785892058365e-01,4.881977967735862123e-01,4.280646457592087589e-02,-3.272929525090456648e-01,7.405090835397087901e-02,4.486536428837880480e-02,9.962447300032373221e-01,-5.560375759879443436e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.845810519420933882e-01,8.714745051406802556e-01,-7.558697631537542039e-02,1.119035145127495467e-01,-8.716445664257848058e-01,4.883271112934946534e-01,4.209966978679355321e-02,-3.272829123757917125e-01,7.359995868952901033e-02,4.548427492615227108e-02,9.962500824669187072e-01,-5.784310563346606315e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.844406570533436596e-01,8.713686579201742610e-01,-7.767825814292686482e-02,1.119008240764768347e-01,-8.716522118843563760e-01,4.883320315547355350e-01,4.188374953050328503e-02,-3.272764141726027254e-01,7.442896822362801701e-02,4.741823438319153067e-02,9.960983082693931623e-01,-5.947803552035058061e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.843600168464420874e-01,8.715243195729889258e-01,-7.642469805863487398e-02,1.118728788901678373e-01,-8.716449699235258031e-01,4.882227596675365322e-01,4.328490902879672531e-02,-3.272979873051919397e-01,7.503612788204570838e-02,4.564972437434862418e-02,9.961353734192033293e-01,-5.442236471063344183e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.844066007629397874e-01,8.715531657886350647e-01,-7.579791778869535146e-02,1.118844899452856589e-01,-8.716640741210275323e-01,4.882108451468430421e-01,4.303385374024730481e-02,-3.273029780881105411e-01,7.451165696738751287e-02,4.522443902154218986e-02,9.961941392575852650e-01,-5.490056240529783693e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.844991878238157912e-01,8.714916042570295396e-01,-7.591390325607165479e-02,1.118825736097734391e-01,-8.715659859379685237e-01,4.883370996424629129e-01,4.358450721029468594e-02,-3.272983267066137403e-01,7.505510744806033474e-02,4.504731759268863073e-02,9.961613674619509418e-01,-5.269930087999030732e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.843825141606379336e-01,8.715326497533497641e-01,-7.618674680890265283e-02,1.118966904819791996e-01,-8.716893077361720366e-01,4.881986960817999988e-01,4.265892547243825550e-02,-3.272790206084131848e-01,7.437291680344530753e-02,4.574793501279245111e-02,9.961806039510168187e-01,-5.807922109012597645e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.844154267560647487e-01,8.714629488391388845e-01,-7.677254145417122810e-02,1.118927336784170667e-01,-8.716762409947468315e-01,4.882568244412461844e-01,4.225877745295392174e-02,-3.272902443344443135e-01,7.431167610818570357e-02,4.644999663232310394e-02,9.961526853885650512e-01,-5.704588057893422715e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.845269981860019226e-01,8.715119343581521072e-01,-7.550189600383891420e-02,1.118982730590976638e-01,-8.716830600844174270e-01,4.882638665556988111e-01,4.203616749829922755e-02,-3.272917560585337782e-01,7.349986932456667454e-02,4.544606569760683418e-02,9.962592154263270050e-01,-5.901585922365892856e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.844380772613993136e-01,8.715702622451748649e-01,-7.539911981685261388e-02,1.118954990519424597e-01,-8.716976877120652389e-01,4.881915545999546691e-01,4.256932293000113138e-02,-3.272924086814473776e-01,7.391136946855812739e-02,4.510303744934601039e-02,9.962443603233724909e-01,-5.897160193997441624e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.844509415624257409e-01,8.715237238925428453e-01,-7.585304154583638603e-02,1.119028411372642862e-01,-8.716974930032215241e-01,4.882221936594864919e-01,4.222049632841601979e-02,-3.272863376578167838e-01,7.382930252398495208e-02,4.566714695264070117e-02,9.962247466199725121e-01,-5.874409051435103279e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.844757452745859228e-01,8.714752725709059566e-01,-7.625025598710938324e-02,1.118925713517645026e-01,-8.716062321486389708e-01,4.883139622401156954e-01,4.303545469739930573e-02,-3.272856332737392182e-01,7.473839923551742204e-02,4.561056433354039596e-02,9.961595495205015638e-01,-5.650444216092287419e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.842837966074797218e-01,8.715141132881734087e-01,-7.702178057519756815e-02,1.118618824788795707e-01,-8.716102298841201801e-01,4.882233500690273398e-01,4.397235050263937489e-02,-3.273129339567673601e-01,7.592635579820902758e-02,4.583787502605920355e-02,9.960592741942113637e-01,-5.221692138597244792e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.845354366938539603e-01,8.714422063484575931e-01,-7.624887922080500480e-02,1.119076776111601057e-01,-8.716881885546935438e-01,4.883019406329560108e-01,4.148393313472859001e-02,-3.272939356300227920e-01,7.338332591354670975e-02,4.636481175009476985e-02,9.962254723250378863e-01,-5.975069432203161668e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.843917953549100597e-01,8.714465357601113293e-01,-7.710722342652610861e-02,1.118720674585002017e-01,-8.716938066002286600e-01,4.882466523537571934e-01,4.201325981345298971e-02,-3.273053618171966050e-01,7.425965343071767866e-02,4.686301075529208243e-02,9.961372205149747749e-01,-5.589403420919403231e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.845316034109653502e-01,8.714856437807729783e-01,-7.577531247055931118e-02,1.119061883408109526e-01,-8.716846742213451016e-01,4.882790238990997178e-01,4.182611083725124718e-02,-3.272948803909528359e-01,7.345035073862184183e-02,4.578610601650202200e-02,9.962472978493939202e-01,-5.908235270819295337e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.844814422223551187e-01,8.715190227496968367e-01,-7.571212008364612556e-02,1.119258795354062253e-01,-8.717418327544895762e-01,4.882076500767249527e-01,4.146646153707673338e-02,-3.272838199318319763e-01,7.310204626404469275e-02,4.591169123410491354e-02,9.962671365853807970e-01,-6.209264257593716252e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.845611042050313455e-01,8.715313432753275524e-01,-7.505767102904441213e-02,1.119133621613463414e-01,-8.716471820672446746e-01,4.882867146895553678e-01,4.251204831471394607e-02,-3.272689951289885490e-01,7.370024617212976581e-02,4.482412237160139645e-02,9.962725890878376678e-01,-5.915714224160373291e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.844397356356117679e-01,8.714418345914112241e-01,-7.685877608480584655e-02,1.118801457427535118e-01,-8.716660778243239260e-01,4.882831522719257022e-01,4.216410769542498771e-02,-3.272892823818791541e-01,7.427241283046207010e-02,4.656921871093749887e-02,9.961500472122633010e-01,-5.568547893982200847e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.843518545885445725e-01,8.714363587644926579e-01,-7.747227620200325404e-02,1.118676063635611895e-01,-8.716341862935896856e-01,4.882758405984471972e-01,4.290161736101947426e-02,-3.272973923665931650e-01,7.521387000380258536e-02,4.674800649398746372e-02,9.960710304229758449e-01,-5.595564806534891744e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.844053572013681253e-01,8.714309539227343970e-01,-7.719807290294536384e-02,1.118773247376836366e-01,-8.717095687085431033e-01,4.882497694626666274e-01,4.164841463512318487e-02,-3.272824264393088822e-01,7.398565899268014223e-02,4.711958366715962576e-02,9.961455049833095599e-01,-5.756947683036139907e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.843991015807505573e-01,8.714987272430121390e-01,-7.646880933800415114e-02,1.118553845427005533e-01,-8.717286206159990947e-01,4.881987391778832008e-01,4.184737822197490131e-02,-3.272905511851743610e-01,7.380191316415563030e-02,4.638921727013166352e-02,9.961934140187713727e-01,-5.757372132779048357e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
